created_at,updated_at,cardnumber,first_name,middle_name,last_name,address1,address2,city,state,zip,country,phone,mobile,activation_date,cancellation_date,last_purchase_date,last_redemption_date,enrollment_status,birth_date,opt_in,gender,drivers_license,mothers_maiden,parent_card_number,trigger_group,first_transaction_location_id,first_transaction_date,dollars_redeemed,lifetime_points,first_transaction_cashier,location_enrolled,age,business_date,load_date,file_path
2021-04-05 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2751607695428997,Theodore,Daniel,Davis,39845 Norton Common,Suite 679,Lake Jeremiah,PA,15661,USA,+1-801-766-6870x0217,001-218-303-3974,2021-04-05,,2021-12-30,2021-11-30,1,1940-01-10,Y,2,PA70667140,Cohen,,5,S4629,2021-04-05,11,2608,1710,S9543,85,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_e26b8e90.parquet
2023-04-11 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,1852412184310162,Diana,,Daniels,50392 Hickman Hills,,New John,OH,44594,USA,+1-885-762-1850x16315,,2023-04-11,,2023-05-12,2023-03-12,1,1945-01-08,Y,1,OH18815720,Johnson,,2,S5505,2023-04-11,2,304,9984,S6327,80,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_b4b898e3.parquet
2022-10-30 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2465730968583805,Denise,,Riddle,58662 Miller River Suite 311,,Ericberg,MD,21609,USA,951-810-4754x12126,801-258-1995,2022-10-30,,2024-04-25,2024-02-21,1,1952-01-07,N,1,MD22762205,Carter,,3,S7992,2022-10-30,32,5038,6120,S5176,73,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_3b27759a.parquet
2022-11-13 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2250590698208378,Jasmine,Christopher,Santana,826 Dominic Hollow,,Trevorland,VA,22685,USA,(346)447-1543x79937,,2022-11-13,,2024-10-16,,1,1952-01-07,N,1,VA99927658,Torres,,1,S7730,2022-11-13,22,6634,6793,S7929,73,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_e810ac61.parquet
2020-02-06 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,3226823875300167,Travis,,Cook,7569 Kevin Rapids Apt. 752,,Novakport,PA,19023,USA,001-535-464-6519,+1-480-873-7416x72434,2020-02-06,,2020-05-21,,1,1978-12-31,N,2,PA87054398,Mccormick,,2,S8030,2020-02-06,5,892,1430,S5381,46,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_223642ec.parquet
2024-10-20 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,1106468952369829,Angela,Vicki,Mendoza,868 Krystal Lake Apt. 135,,Lake Cheyenne,PA,19614,USA,+1-565-961-0143x8889,,2024-10-20,,2024-12-03,2024-11-23,1,1956-01-06,Y,1,PA60491958,Brooks,,4,S8432,2024-10-20,1,391,6585,S3578,69,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_20501dc2.parquet
2022-11-22 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,7992212077370803,Julie,Erin,Vaughn,0714 Knapp Corner,,Port Sheliaberg,VA,23427,USA,657-238-7571x7751,001-810-951-2382x825,2022-11-22,,2023-10-20,2023-08-09,1,1996-12-26,N,1,VA38933176,Hall,,5,S2864,2022-11-22,8,2187,6655,S8043,28,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_27c79d41.parquet
2024-05-05 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,1840348669911643,Jared,Jack,Davidson,0937 Price Squares Apt. 341,,Port Monicaburgh,PA,17997,USA,737-714-7859x69691,392.449.9125x134,2024-05-05,,2024-10-25,2024-09-22,1,1999-12-26,N,2,PA48848936,Brooks,,3,S2965,2024-05-05,8,1322,1126,S9149,25,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_acf3a27c.parquet
2020-10-11 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2297253757287432,Charles,,Price,662 Reid Square,,New Garrett,PA,17367,USA,(425)579-0507,(588)676-7677x2190,2020-10-11,,2021-07-02,2021-04-03,1,2001-12-25,N,2,PA86960402,Johnson,,4,S7843,2020-10-11,17,2724,5743,S2887,23,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_77c1fa49.parquet
2022-09-11 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,1103147756674368,Danny,,Roberts,788 Ashley Grove Suite 807,Apt. 613,Nancyton,WV,26543,USA,451-571-3395x962,709.658.4982,2022-09-11,2023-09-08,2022-12-07,,1,1995-12-27,Y,2,WV63118906,Roberts,,3,S6562,2022-09-11,7,1090,4630,S6456,29,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_6827db52.parquet
2020-08-06 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,3131306888887804,Debra,Michele,Duke,60422 Dustin Islands,,Port Megan,VA,23609,USA,929.946.6711x6845,790-617-5186x36374,2020-08-06,,2023-06-17,2023-04-11,1,1976-12-31,Y,1,VA33776150,Morgan,,4,S8601,2020-08-06,28,5914,8354,S6295,48,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_128f1df0.parquet
2020-02-14 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,1932097411050731,Kenneth,,Knight,0017 David Walks Apt. 770,Suite 324,Port Sarah,WV,25823,USA,554-815-2064,+1-211-703-7129x3870,2020-02-14,,2021-11-22,2021-11-14,1,1999-12-26,N,2,WV48530827,Montoya,,1,S2479,2020-02-14,33,6294,9307,S7299,25,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_f670400c.parquet
2022-05-16 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,1176111287454064,William,Robert,Anderson,61115 Ibarra Dam,Suite 221,New Debramouth,PA,17877,USA,001-732-869-7311x2196,523-841-3899x94043,2022-05-16,,2024-08-03,2024-07-29,2,1943-01-09,N,2,PA21318464,Phillips,,5,S3827,2022-05-16,33,5294,1641,S5059,82,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_f79e3b0b.parquet
2020-12-30 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,3195317532801607,Anthony,,Hurst,6137 Allison Bridge,,Sarahberg,PA,18169,USA,001-365-282-7109,430-606-8486x661,2020-12-30,,2023-06-17,2023-03-31,1,1958-01-05,N,2,PA18846539,Miller,,3,S2548,2020-12-30,37,10007,7333,S5655,67,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_46fc636c.parquet
2023-07-21 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2177140580237069,Bob,,Mccall,569 Kyle Mews,,North John,WV,26480,USA,479-290-4210,(675)388-4252,2023-07-21,,2023-12-21,2023-10-08,1,1990-12-28,N,2,WV27152188,Wise,,5,S2531,2023-07-21,5,1177,7937,S9331,34,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_deb75d83.parquet
2022-12-08 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2743978023788856,Allen,Lindsay,Nelson,9177 Brown Walks,Apt. 524,New Emilyville,PA,16872,USA,001-880-500-3075x6220,236-854-1951x80238,2022-12-08,2023-11-19,2023-03-10,,2,1982-12-30,Y,2,PA78140959,Jones,,5,S9626,2022-12-08,4,568,1618,S6517,42,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_9ece403b.parquet
2020-01-20 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,1499539144451856,Julie,Justin,Kirk,87053 Elliott Hollow Apt. 759,,Cuevasborough,VA,24239,USA,001-332-506-0385x05064,336.370.2410x38657,2020-01-20,,2020-10-14,2020-09-25,9,1951-01-07,N,1,VA70254091,Wagner,,2,S9749,2020-01-20,21,3209,4918,S6070,74,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_72ebb50f.parquet
2020-06-06 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,9268244377580419,Mark,,Foster,2344 Howe Lock,,Louisview,OH,43957,USA,932-791-2127,(218)553-7474x11249,2020-06-06,,2021-07-08,2021-04-26,1,1959-01-05,Y,2,OH43554863,Huff,,1,S8873,2020-06-06,41,5246,7081,S2680,66,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_59e6b646.parquet
2020-12-23 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,3233389018598382,Erin,,Davis,6804 Wilkins Extensions,,South Melissaside,OH,45254,USA,417.512.1003,(751)399-4101x3721,2020-12-23,,2021-09-04,2021-08-15,1,1950-01-07,N,1,OH41645597,Williams,,4,S2337,2020-12-23,8,2391,7142,S4678,75,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_dfebeda0.parquet
2024-10-22 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2758481084622189,Julia,Gary,Berry,0662 Lewis Ferry Suite 472,,New Christinebury,VA,24652,USA,576-287-0146x2638,(757)587-5985x6420,2024-10-22,,2024-10-28,,1,2002-12-25,N,1,VA70210270,Johnson,,5,S1086,2024-10-22,0,85,2298,S1311,22,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_36026cc8.parquet
2023-07-13 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2745127238356961,Rita,,Campbell,593 Craig Shoals Apt. 480,,New Meghan,PA,18182,USA,(422)539-5590x599,984.227.0103x9308,2023-07-13,,2023-12-13,2023-09-27,1,1976-12-31,N,1,PA90092958,Rivera,,5,S1269,2023-07-13,6,1383,9443,S4963,48,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_cc24224e.parquet
2020-12-08 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2448717301966374,Lisa,,Drake,250 Dylan Squares Apt. 185,Apt. 569,West Kevinberg,OH,43646,USA,001-667-452-8953x9264,(509)369-0295,2020-12-08,,2023-05-06,2023-03-22,1,1940-01-10,Y,1,OH62405812,Zuniga,,4,S1713,2020-12-08,36,8641,7338,S7116,85,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_4461a399.parquet
2023-07-18 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,7106957090386426,Charles,Julie,Young,15704 John Cliff Suite 410,,South Samuelchester,WV,25382,USA,(676)258-6179x32710,,2023-07-18,,2024-07-17,2024-06-03,1,1989-12-28,N,2,WV74227366,Flores,,2,S3209,2023-07-18,13,3709,2033,S8498,35,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_1c659b0b.parquet
2024-10-04 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2028116396534942,Trevor,Charles,Jackson,18159 Bush Meadows Apt. 962,,North Markborough,PA,18353,USA,001-988-444-4310x698,3502614973,2024-10-04,,2024-10-09,2024-10-04,1,1947-01-08,Y,2,PA98010774,Clark,,3,S5476,2024-10-04,0,64,3039,S7029,78,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_69a3ff72.parquet
2022-07-08 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2688178008256298,Mark,,Rowland,46774 Darlene Loaf Apt. 565,Apt. 704,Marshallbury,PA,17201,USA,001-502-211-5869,(486)387-9374x1608,2022-07-08,,2024-08-07,2024-06-19,2,1996-12-26,N,2,PA53112268,Avery,,1,S2311,2022-07-08,45,7090,6372,S5843,28,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_680b5a6d.parquet
2023-04-01 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2394971799646262,Jerry,Stacy,Jackson,20616 Wendy Road,,Port Brooke,PA,17620,USA,001-811-368-6854x8709,,2023-04-01,,2024-06-10,2024-04-15,1,1952-01-07,N,2,PA58762794,Perry,,5,S3621,2023-04-01,23,4835,1510,S3339,73,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_108a2d7a.parquet
2020-03-16 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,1721355398282902,Brittany,,Matthews,91485 Baker Shoal,,Armstrongfort,PA,15307,USA,(746)529-9606,9743505444,2020-03-16,,2024-08-02,2024-07-17,1,1987-12-29,Y,1,PA81062902,Compton,,3,S7521,2020-03-16,101,21067,6150,S5566,37,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_d893c700.parquet
2023-07-26 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,1367663730172398,Crystal,,Turner,4691 Scott View Suite 785,,New Laceyland,MD,21449,USA,001-286-928-9023x303,2535457861,2023-07-26,,2023-08-21,2023-06-19,1,1974-01-01,N,1,MD36867482,Watson,,1,S3223,2023-07-26,1,297,2213,S8406,51,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_20c51832.parquet
2023-12-31 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,1263002316843165,Linda,,Thompson,855 Mary Green Apt. 406,,East Melissaborough,WV,25607,USA,+1-533-646-8007x2290,+1-844-366-5743x748,2023-12-31,,2024-08-14,,0,1970-01-02,Y,1,WV58518659,Smith,,5,S4673,2023-12-31,21,2711,2988,S4292,55,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_5f4a1996.parquet
2020-07-10 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2378370050464974,Yvonne,Tammy,Franco,1715 Davidson Wall Suite 443,,New Kathy,PA,15466,USA,+1-565-720-7446x660,001-438-675-8428x2417,2020-07-10,,2024-12-14,2024-12-12,1,1995-12-27,N,1,PA64953237,Hardy,,5,S2208,2020-07-10,47,8311,3053,S6194,29,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_f41c3968.parquet
2021-05-13 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2838397968118394,Kristin,,Gaines,135 Julie Inlet Suite 554,,Stevenville,WV,26628,USA,8996917381,,2021-05-13,,2023-12-23,2023-11-09,1,1952-01-07,N,1,WV32099899,Gutierrez,,2,S6286,2021-05-13,69,12022,4694,S6669,73,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_e87d30b0.parquet
2022-01-21 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,1916620862417539,Seth,,Hernandez,6972 Huffman Falls,Apt. 752,Cynthiatown,PA,18704,USA,832-992-7129x666,,2022-01-21,,2022-07-01,2022-04-11,1,1995-12-27,N,2,PA85647532,Reyes,,1,S1464,2022-01-21,15,2046,2330,S1744,29,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_ce63f0c8.parquet
2021-05-15 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,1364223057368817,Andrew,,Gonzalez,58300 Jeremy Wells Suite 421,,Gordonport,WV,25385,USA,804-447-8985,475-332-6033x23098,2021-05-15,,2022-11-08,2022-08-27,1,1969-01-02,Y,2,WV18041391,Richardson,,2,S8202,2021-05-15,22,4080,7809,S8933,56,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_3bc2db91.parquet
2022-05-12 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,6920691511783392,Matthew,,Johnson,909 Ebony Shoal Apt. 016,,Jamesside,MD,21329,USA,323.304.6184x9926,411-273-9348x3564,2022-05-12,,2024-01-23,2023-12-14,1,1990-12-28,Y,2,MD45899440,Kelley,,4,S5061,2022-05-12,47,7097,3308,S2586,34,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_d2ca3d2f.parquet
2024-09-06 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2383346611644345,Thomas,,Watts,3001 Mary Skyway Suite 218,,Lake Jenniferview,VA,24640,USA,674.747.0120,+1-356-711-0022x55794,2024-09-06,,2024-10-25,,1,1982-12-30,N,2,VA76755908,Briggs,,1,S2475,2024-09-06,2,271,7442,S9281,42,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_b049b382.parquet
2022-05-27 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,3171155812203992,Clayton,,Morales,6762 David Stream Apt. 216,,Phammouth,OH,43743,USA,+1-365-690-2771x670,+1-550-989-9358x8916,2022-05-27,,2023-01-02,2022-12-27,2,1971-01-02,N,2,OH64123845,Reed,,3,S1741,2022-05-27,8,2755,7563,S1838,54,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_458a30bf.parquet
2021-10-08 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,1273140193127553,Megan,,Cruz,28772 Karen Islands,,West Tara,VA,22207,USA,738.366.3177x97177,501.966.0880x1994,2021-10-08,,2023-10-20,2023-10-11,1,1990-12-28,N,1,VA29363237,Clements,,2,S9341,2021-10-08,35,6193,7576,S9193,34,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_1cec8a6e.parquet
2024-09-27 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2218886503780515,Heidi,Brian,Walker,8997 Baldwin Crescent Apt. 305,,Mariaport,OH,45244,USA,851.502.7261x49331,435.916.0917x798,2024-09-27,2024-11-04,2024-10-18,,1,1942-01-09,N,1,OH89688374,Smith,,3,S9311,2024-09-27,1,240,9351,S9721,83,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_cdcd81ff.parquet
2022-03-21 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2637523474860287,Nancy,Angela,Reynolds,292 Dale Shoals Suite 866,,West Raymond,WV,26105,USA,572-626-9848x5833,,2022-03-21,,2023-01-21,2023-01-19,1,1947-01-08,Y,1,WV16892773,Parks,,5,S8871,2022-03-21,19,2439,3793,S9589,78,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_0443c644.parquet
2021-06-09 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,1016161380489074,Tammy,David,Page,851 Hart Prairie,,Craigside,WV,25872,USA,(408)210-6200x34244,001-843-580-5719x838,2021-06-09,,2023-07-27,2023-05-01,1,1982-12-30,N,1,WV77353073,Dixon,,5,S8726,2021-06-09,39,9494,2020,S3262,42,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_9a9fdeeb.parquet
2022-01-21 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,3053970222696832,Robert,,Horton,6658 Alexander Glen,,New Misty,OH,44815,USA,459.389.3347,(628)416-0648,2022-01-21,,2023-11-17,,2,1962-01-04,N,2,OH91883092,Martin,,4,S4150,2022-01-21,41,5368,5038,S5571,63,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_2fd194e7.parquet
2021-11-02 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,3149157341189654,Ryan,,Smith,202 Carlson Trail Suite 798,,Charlesmouth,VA,24153,USA,828.318.2688,(233)355-5439x878,2021-11-02,,2023-07-04,2023-04-05,1,1946-01-08,Y,2,VA86970753,Caldwell,,5,S7220,2021-11-02,25,6250,7464,S6654,79,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_79aa331f.parquet
2020-08-18 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,1549593239184038,Jill,,Conway,56164 Johnson Path,,Williehaven,OH,44826,USA,504.535.8112x8801,+1-261-438-6120x75011,2020-08-18,,2022-04-04,2022-03-25,1,1973-01-01,Y,1,OH42542167,Bauer,,1,S9700,2020-08-18,22,5209,4697,S4814,52,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_b809ee7e.parquet
2024-09-02 11:39:41.000000 UTC,2024-12-19 11:39:41.000000 UTC,2809237602879933,Kristin,,Andrews,6676 Stewart Loaf,,New Adamland,PA,15373,USA,001-815-281-4491x476,428.332.6842x4508,2024-09-02,,2024-10-14,2024-10-02,1,1955-01-06,N,1,PA53106399,Williams,,3,S1969,2024-09-02,3,494,2465,S4804,70,2024-12-19,2024-12-19 11:39:41.000000 UTC,gs://sheetz-data/loyalty/2024/12/19/batch_0e968c86.parquet
